,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
2008-06-13,A004560,A001040,A001370,A078930,A006360,A002380,A030200,A033780,A032390,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A010120,A006260,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A035250,A000050,A010130,A002240,A009290,A060000,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001130,A003490,A003830,A001230,A016380,A000990,A000640,A013570,A001520,A010060,A049770,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009200,A037620,A084870,A003000,A005280,A005180,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A012450,A000810,A000070,A003940,A005680,A004980,A001430,A003030,A091090,A027970,A013240,A029530,A011930,A004170,A055550,A003410,A003620,A090430,A002030,A006840,A012750,A036570,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A015860,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A029460,A064420,A003690,A002020,A005740,A003240,A002790,A016800,A025000,A005810,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A002000,A015760,A002300,A001940,A017960,A000240,A018880,A042700,A008930,A020000,A004710,A004150,A003300,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A025850,A004800,A093370,A069260,,
2008-07-02,A004560,A001040,A001370,A078930,A006360,A002380,A009440,A030200,A033780,A032390,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A010120,A006260,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A035250,A000050,A010130,A002240,A009290,A060000,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001130,A003490,A001230,A016380,A000990,A000640,A013570,A001520,A010060,A049770,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009200,A037620,A084870,A003000,A005280,A005180,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A012450,A000810,A000070,A003940,A005680,A004980,A001430,A003030,A091090,A027970,A013240,A029530,A011930,A004170,A055550,A003410,A003620,A090430,A002030,A006840,A012750,A036570,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A015860,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A029460,A064420,A003690,A002020,A005740,A003240,A002790,A016800,A025000,A005810,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A002000,A015760,A002300,A001940,A017960,A000240,A018880,A042700,A008930,A020000,A004710,A004150,A003300,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A025850,A004800,A093370,A069260,,
2008-10-10,A004560,A001040,A001370,A078930,A006360,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A032390,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001130,A003490,A001230,A016380,A000990,A000640,A013570,A001520,A010060,A049770,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009200,A037620,A084870,A003000,A005280,A005180,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A012450,A000810,A000070,A003940,A005680,A004980,A001430,A003030,A091090,A027970,A013240,A029530,A011930,A004170,A055550,A003410,A003620,A090430,A002030,A006840,A012750,A036570,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A015860,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A029460,A064420,A003690,A002020,A005740,A003240,A002790,A016800,A005810,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A002000,A015760,A002300,A017960,A000240,A018880,A042700,A008930,A020000,A004710,A004150,A003300,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,,
2008-10-13,A004560,A001040,A001370,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A032390,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001130,A003490,A001230,A016380,A000990,A000640,A013570,A001520,A010060,A049770,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009200,A037620,A084870,A003000,A005280,A005180,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A012450,A000810,A000070,A003940,A005680,A004980,A001430,A003030,A091090,A027970,A013240,A029530,A011930,A004170,A055550,A003410,A003620,A090430,A002030,A006840,A012750,A036570,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A015860,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A029460,A064420,A003690,A002020,A005740,A003240,A002790,A016800,A005810,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A002000,A015760,A002300,A017960,A000240,A018880,A042700,A008930,A020000,A004710,A004150,A003300,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2009-01-13,A004560,A001040,A001370,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A032390,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001130,A003490,A001230,A016380,A000990,A000640,A013570,A001520,A010060,A049770,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009200,A037620,A084870,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A012450,A000810,A000070,A003940,A005680,A004980,A001430,A003030,A091090,A027970,A013240,A029530,A011930,A004170,A055550,A003410,A090430,A002030,A006840,A012750,A036570,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A015860,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A029460,A064420,A003690,A002020,A005740,A003240,A002790,A016800,A005810,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A002000,A015760,A002300,A017960,A000240,A018880,A042700,A008930,A020000,A004710,A004150,A003300,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2009-03-13,A004560,A001040,A001370,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A032390,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A035420,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001130,A003490,A001230,A016380,A000990,A000640,A013570,A001520,A010060,A049770,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009200,A037620,A084870,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A012450,A000810,A000070,A003940,A005680,A004980,A001430,A003030,A091090,A027970,A013240,A029530,A011930,A004170,A055550,A003410,A090430,A002030,A006840,A012750,A036570,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A015860,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A029460,A064420,A003690,A002020,A003240,A002790,A016800,A005810,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A002000,A015760,A002300,A017960,A000240,A018880,A042700,A008930,A020000,A004710,A004150,A003300,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2009-06-12,A001040,A097950,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A028670,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001790,A001130,A000120,A003490,A001230,A016380,A000990,A000640,A007340,A013570,A001520,A014820,A009580,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009680,A009200,A037620,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A003940,A005680,A051310,A004490,A001430,A003030,A091090,A027970,A029530,A011930,A004170,A055550,A003410,A090430,A002030,A006840,A012750,A036570,A085310,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A064420,A002020,A003240,A002790,A016800,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A015760,A002300,A017960,A000240,A002390,A018880,A008930,A020000,A004710,A004150,A003300,A097230,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A042100,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2009-06-23,A001040,A097950,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A035420,A010060,A005490,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A028670,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001790,A001130,A000120,A003490,A001230,A016380,A000990,A000640,A007340,A013570,A001520,A014820,A009580,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009680,A009200,A037620,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A003940,A005680,A005500,A051310,A004490,A001430,A003030,A091090,A027970,A029530,A011930,A004170,A055550,A003410,A090430,A002030,A006840,A012750,A036570,A085310,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A064420,A002020,A003240,A002790,A016800,A086790,A000660,A000140,A036460,A071050,A008320,A025540,A015760,A002300,A017960,A000240,A002390,A018880,A008930,A020000,A004710,A004150,A003300,A097230,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2010-02-25,A001040,A097950,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A035420,A010060,A005490,A100840,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A028670,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A073240,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001790,A001130,A000120,A003490,A001230,A016380,A000990,A000640,A007340,A013570,A001520,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009680,A009580,A009200,A037620,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A003940,A005680,A005500,A051310,A004490,A001430,A003030,A091090,A027970,A029530,A011930,A004170,A055550,A003410,A090430,A002030,A006840,A012750,A036570,A085310,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A011400,A064420,A002020,A003240,A002790,A016800,A086790,A000660,A000140,A036460,A071050,A025540,A015760,A002300,A017960,A000240,A002390,A018880,A008930,A020000,A004710,A004150,A003300,A097230,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2010-04-02,A001040,A097950,A078930,A006360,A105560,A002380,A009440,A001940,A025000,A025850,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A066570,A093050,A051910,A006260,A010120,A035420,A010060,A005490,A100840,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A028670,A035250,A000050,A010130,A002240,A009290,A002990,A011780,A001210,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001790,A001130,A000120,A003490,A001230,A016380,A000990,A000640,A007340,A013570,A001520,A014820,A004890,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009680,A009580,A009200,A037620,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A003940,A005680,A005500,A051310,A004490,A001430,A003030,A091090,A027970,A029530,A011930,A004170,A055550,A003410,A090430,A002030,A010780,A006840,A012750,A036570,A085310,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A014990,A000230,A003120,A007570,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A064420,A002020,A003240,A002790,A016800,A086790,A000660,A000140,A036460,A071050,A025540,A015760,A002300,A017960,A000240,A002390,A018880,A008930,A020000,A004710,A004150,A003300,A097230,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A006390,A017800,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2010-06-11,A001040,A097950,A078930,A006360,A105560,A002380,A001940,A025000,A025850,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A011070,A066570,A032640,A093050,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A100840,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A028670,A035250,A000050,A010130,A002240,A009290,A086280,A011780,A001210,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001790,A001130,A000120,A003490,A001230,A016380,A000990,A000640,A007340,A001520,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009680,A009580,A009200,A037620,A003000,A005280,A005180,A005090,A006400,A000830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A003940,A005680,A005500,A051310,A004490,A001430,A003030,A091090,A004430,A029530,A004170,A055550,A003410,A090430,A002030,A003190,A012750,A036570,A085310,A003520,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A000230,A003120,A007570,A103590,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A064420,A002020,A003240,A002790,A016800,A103140,A086790,A000660,A103150,A000140,A036460,A071050,A025540,A015760,A002300,A104700,A017960,A000240,A002390,A018880,A008930,A020000,A004710,A004150,A003300,A097230,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A017800,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
2010-09-10,A001040,A097950,A078930,A006360,A105560,A002380,A001940,A025000,A025850,A030200,A033780,A003550,A034220,A001120,A068870,A051900,A032640,A011070,A066570,A093050,A108670,A051910,A006260,A010120,A035420,A010060,A005490,A100840,A064960,A003570,A010950,A034120,A003600,A011790,A001740,A096770,A006120,A017670,A011810,A077970,A067250,A028670,A035250,A000050,A010130,A002240,A009290,A086280,A011780,A001210,A000270,A024110,A003920,A025860,A002350,A006280,A004370,A015590,A019680,A005270,A004130,A008060,A000210,A001680,A047040,A047050,A042660,A006800,A069620,A006650,A001440,A084010,A001790,A001130,A000120,A003490,A001230,A016380,A000990,A000640,A007340,A001520,A014820,A000020,A000150,A042670,A034020,A002270,A023530,A004990,A005300,A009680,A009580,A009200,A037620,A003000,A005280,A005180,A005090,A006400,A000830,A032830,A028050,A009150,A005930,A004000,A010140,A016360,A029780,A012450,A000810,A000070,A003940,A005680,A005500,A051310,A004490,A001430,A003030,A091090,A004430,A029530,A004170,A055550,A003410,A090430,A002030,A003190,A012750,A036570,A085310,A000670,A007310,A001800,A004940,A053000,A005940,A008000,A021240,A014830,A003640,A000100,A008730,A000230,A003120,A007570,A103590,A009720,A030000,A001300,A000480,A001630,A001060,A006380,A064420,A002020,A003240,A002790,A016800,A103140,A086790,A000660,A103150,A000140,A036460,A071050,A025540,A015760,A002300,A104700,A017960,A000240,A002390,A018880,A008930,A020000,A004710,A004150,A003300,A097230,A003480,A000700,A000880,A009830,A000720,A012330,A010620,A069960,A012630,A011200,A017800,A004020,A009540,A003450,A005380,A010520,A011170,A004800,A093370,A069260,,
